producttype_ID,iscanvas_ID,industry_ID,crtsize_ID,origindesturlhash_ID,corporationgrouplabelid_ID,checktype_ID
5.0,1.0,24.0,4.0,236.0,0.0,0.0
0.0,1.0,171.0,4.0,236.0,542.0,0.0
2.0,1.0,180.0,4.0,482.0,178.0,0.0
0.0,1.0,171.0,4.0,236.0,542.0,0.0
7.0,0.0,93.0,0.0,642.0,733.0,0.0
0.0,1.0,171.0,4.0,236.0,542.0,0.0
2.0,1.0,171.0,4.0,236.0,275.0,0.0
0.0,1.0,171.0,4.0,236.0,542.0,0.0
0.0,1.0,5.0,4.0,236.0,54.0,0.0
0.0,1.0,171.0,4.0,236.0,542.0,0.0
7.0,0.0,21.0,3.0,886.0,438.0,0.0
7.0,1.0,9.0,4.0,189.0,254.0,0.0
6.0,0.0,157.0,0.0,2.0,0.0,0.0
7.0,1.0,9.0,4.0,189.0,254.0,0.0
2.0,0.0,35.0,2.0,482.0,672.0,0.0
7.0,1.0,9.0,4.0,189.0,254.0,0.0
2.0,1.0,150.0,9.0,482.0,453.0,0.0
7.0,1.0,9.0,4.0,189.0,254.0,0.0
0.0,1.0,119.0,1.0,236.0,725.0,0.0
7.0,1.0,9.0,4.0,189.0,254.0,0.0
7.0,1.0,147.0,4.0,236.0,0.0,0.0
7.0,1.0,9.0,4.0,189.0,254.0,0.0
0.0,1.0,170.0,4.0,236.0,192.0,0.0
7.0,1.0,9.0,4.0,189.0,254.0,0.0
2.0,0.0,150.0,3.0,482.0,117.0,0.0
7.0,1.0,9.0,4.0,189.0,254.0,0.0
7.0,1.0,12.0,4.0,773.0,254.0,0.0
2.0,1.0,180.0,4.0,482.0,178.0,0.0
2.0,1.0,180.0,4.0,482.0,618.0,0.0
2.0,1.0,180.0,4.0,482.0,178.0,0.0
2.0,1.0,171.0,4.0,236.0,280.0,0.0
2.0,1.0,180.0,4.0,482.0,178.0,0.0
2.0,1.0,23.0,4.0,482.0,0.0,0.0
2.0,1.0,180.0,4.0,482.0,178.0,0.0
2.0,0.0,177.0,0.0,482.0,313.0,0.0
2.0,1.0,180.0,4.0,482.0,178.0,0.0
2.0,1.0,171.0,4.0,236.0,274.0,0.0
2.0,1.0,180.0,4.0,482.0,178.0,0.0
3.0,0.0,180.0,0.0,568.0,646.0,0.0
2.0,1.0,180.0,4.0,482.0,178.0,0.0
1.0,1.0,46.0,4.0,634.0,608.0,0.0
0.0,1.0,121.0,5.0,236.0,404.0,0.0
2.0,1.0,11.0,4.0,482.0,261.0,0.0
0.0,1.0,121.0,5.0,236.0,404.0,0.0
7.0,1.0,28.0,4.0,61.0,435.0,0.0
0.0,1.0,121.0,5.0,236.0,404.0,0.0
0.0,1.0,5.0,4.0,527.0,54.0,0.0
0.0,1.0,121.0,5.0,236.0,404.0,0.0
2.0,0.0,28.0,2.0,482.0,302.0,0.0
0.0,1.0,121.0,5.0,236.0,404.0,0.0
0.0,1.0,2.0,4.0,236.0,54.0,0.0
0.0,1.0,121.0,5.0,236.0,404.0,0.0
7.0,1.0,28.0,8.0,536.0,271.0,0.0
0.0,1.0,121.0,5.0,236.0,404.0,0.0
2.0,0.0,150.0,2.0,482.0,337.0,0.0
0.0,1.0,121.0,5.0,236.0,404.0,0.0
7.0,1.0,117.0,1.0,236.0,0.0,0.0
0.0,1.0,121.0,5.0,236.0,404.0,0.0
0.0,1.0,169.0,4.0,236.0,192.0,0.0
2.0,1.0,14.0,9.0,482.0,261.0,0.0
3.0,0.0,180.0,0.0,568.0,646.0,0.0
2.0,1.0,14.0,9.0,482.0,261.0,0.0
7.0,1.0,91.0,2.0,236.0,0.0,0.0
2.0,1.0,14.0,9.0,482.0,261.0,0.0
7.0,1.0,9.0,4.0,189.0,254.0,0.0
2.0,1.0,14.0,9.0,482.0,261.0,0.0
2.0,1.0,171.0,4.0,236.0,531.0,0.0
2.0,1.0,14.0,9.0,482.0,261.0,0.0
2.0,1.0,43.0,4.0,482.0,624.0,0.0
2.0,1.0,14.0,9.0,482.0,261.0,0.0
2.0,1.0,36.0,4.0,236.0,551.0,0.0
2.0,1.0,14.0,9.0,482.0,261.0,0.0
4.0,1.0,163.0,4.0,236.0,681.0,0.0
2.0,1.0,14.0,9.0,482.0,261.0,0.0
6.0,0.0,155.0,0.0,2.0,0.0,0.0
7.0,0.0,28.0,0.0,671.0,0.0,0.0
0.0,1.0,121.0,4.0,236.0,94.0,0.0
7.0,0.0,28.0,0.0,671.0,0.0,0.0
2.0,0.0,19.0,6.0,482.0,0.0,0.0
7.0,0.0,28.0,0.0,671.0,0.0,0.0
2.0,1.0,11.0,5.0,482.0,346.0,0.0
7.0,0.0,28.0,0.0,671.0,0.0,0.0
0.0,1.0,8.0,4.0,236.0,353.0,0.0
7.0,0.0,28.0,0.0,671.0,0.0,0.0
0.0,1.0,121.0,3.0,236.0,101.0,0.0
7.0,0.0,28.0,0.0,671.0,0.0,0.0
2.0,1.0,171.0,4.0,482.0,676.0,0.0
7.0,0.0,28.0,0.0,671.0,0.0,0.0
2.0,1.0,13.0,5.0,482.0,22.0,0.0
7.0,0.0,28.0,0.0,671.0,0.0,0.0
6.0,0.0,162.0,0.0,2.0,0.0,0.0
2.0,1.0,14.0,4.0,482.0,261.0,0.0
2.0,1.0,171.0,4.0,236.0,274.0,0.0
2.0,1.0,14.0,4.0,482.0,261.0,0.0
7.0,1.0,20.0,4.0,920.0,0.0,0.0
2.0,1.0,14.0,4.0,482.0,261.0,0.0
2.0,1.0,5.0,4.0,482.0,61.0,0.0
2.0,1.0,14.0,4.0,482.0,261.0,0.0
7.0,1.0,10.0,5.0,773.0,254.0,0.0
2.0,1.0,14.0,4.0,482.0,261.0,0.0
0.0,1.0,171.0,4.0,236.0,543.0,0.0
2.0,1.0,14.0,4.0,482.0,261.0,0.0
7.0,1.0,10.0,4.0,791.0,224.0,0.0
2.0,1.0,14.0,4.0,482.0,261.0,0.0
2.0,1.0,150.0,4.0,482.0,0.0,0.0
2.0,1.0,14.0,4.0,482.0,261.0,0.0
2.0,1.0,171.0,4.0,236.0,0.0,0.0
2.0,1.0,14.0,4.0,482.0,261.0,0.0
4.0,0.0,36.0,2.0,723.0,5.0,0.0
2.0,1.0,14.0,4.0,482.0,261.0,0.0
2.0,1.0,180.0,4.0,482.0,178.0,0.0
0.0,1.0,1.0,4.0,236.0,0.0,0.0
0.0,1.0,8.0,4.0,236.0,353.0,0.0
0.0,1.0,1.0,4.0,236.0,0.0,0.0
2.0,1.0,171.0,4.0,236.0,286.0,0.0
0.0,1.0,1.0,4.0,236.0,0.0,0.0
0.0,1.0,8.0,4.0,236.0,353.0,0.0
0.0,1.0,1.0,4.0,236.0,0.0,0.0
2.0,1.0,110.0,4.0,482.0,0.0,0.0
0.0,1.0,1.0,4.0,236.0,0.0,0.0
2.0,1.0,11.0,4.0,482.0,261.0,0.0
0.0,1.0,1.0,4.0,236.0,0.0,0.0
2.0,1.0,11.0,4.0,482.0,261.0,0.0
0.0,1.0,1.0,4.0,236.0,0.0,0.0
1.0,1.0,122.0,5.0,236.0,151.0,0.0
0.0,1.0,1.0,4.0,236.0,0.0,0.0
2.0,1.0,171.0,5.0,482.0,280.0,0.0
7.0,1.0,13.0,4.0,694.0,22.0,0.0
7.0,1.0,0.0,4.0,220.0,25.0,0.0
7.0,1.0,13.0,4.0,694.0,22.0,0.0
2.0,1.0,171.0,4.0,236.0,537.0,0.0
7.0,1.0,13.0,4.0,694.0,22.0,0.0
8.0,1.0,121.0,4.0,-1.0,93.0,0.0
7.0,1.0,13.0,4.0,694.0,22.0,0.0
2.0,1.0,36.0,4.0,482.0,0.0,0.0
7.0,1.0,13.0,4.0,694.0,22.0,0.0
7.0,0.0,21.0,3.0,701.0,438.0,0.0
7.0,1.0,13.0,4.0,694.0,22.0,0.0
7.0,1.0,27.0,4.0,120.0,603.0,0.0
7.0,1.0,13.0,4.0,694.0,22.0,0.0
6.0,0.0,156.0,0.0,2.0,0.0,0.0
7.0,1.0,13.0,4.0,694.0,22.0,0.0
8.0,1.0,130.0,5.0,-1.0,172.0,0.0
7.0,1.0,13.0,4.0,694.0,22.0,0.0
2.0,1.0,171.0,4.0,482.0,504.0,0.0
2.0,1.0,180.0,4.0,482.0,178.0,0.0
7.0,1.0,28.0,4.0,236.0,661.0,0.0
2.0,1.0,180.0,4.0,482.0,178.0,0.0
1.0,1.0,121.0,4.0,236.0,94.0,0.0
2.0,1.0,180.0,4.0,482.0,178.0,0.0
2.0,1.0,152.0,9.0,482.0,41.0,0.0
2.0,1.0,180.0,4.0,482.0,178.0,0.0
7.0,0.0,21.0,3.0,677.0,438.0,0.0
2.0,1.0,180.0,4.0,482.0,178.0,0.0
1.0,0.0,122.0,1.0,86.0,88.0,0.0
2.0,1.0,180.0,4.0,482.0,178.0,0.0
0.0,1.0,5.0,4.0,236.0,10.0,0.0
2.0,1.0,180.0,4.0,482.0,178.0,0.0
5.0,1.0,69.0,4.0,236.0,0.0,0.0
2.0,1.0,180.0,4.0,482.0,178.0,0.0
2.0,1.0,109.0,4.0,482.0,0.0,0.0
2.0,1.0,180.0,4.0,482.0,178.0,0.0
2.0,0.0,151.0,2.0,482.0,456.0,0.0
2.0,1.0,171.0,4.0,236.0,537.0,0.0
7.0,1.0,91.0,3.0,236.0,713.0,0.0
2.0,1.0,171.0,4.0,236.0,537.0,0.0
2.0,1.0,171.0,4.0,482.0,279.0,0.0
2.0,1.0,171.0,4.0,236.0,537.0,0.0
2.0,1.0,54.0,4.0,482.0,350.0,0.0
2.0,1.0,171.0,4.0,236.0,537.0,0.0
2.0,1.0,10.0,4.0,482.0,248.0,0.0
2.0,1.0,171.0,4.0,236.0,537.0,0.0
7.0,0.0,12.0,3.0,2.0,21.0,0.0
2.0,1.0,171.0,4.0,236.0,537.0,0.0
7.0,1.0,0.0,4.0,323.0,223.0,0.0
2.0,1.0,171.0,4.0,236.0,537.0,0.0
7.0,1.0,13.0,4.0,236.0,679.0,0.0
2.0,1.0,171.0,4.0,236.0,537.0,0.0
0.0,1.0,121.0,4.0,236.0,383.0,0.0
2.0,1.0,171.0,4.0,236.0,537.0,0.0
2.0,1.0,14.0,4.0,482.0,248.0,0.0
2.0,1.0,109.0,4.0,482.0,0.0,0.0
7.0,0.0,54.0,2.0,579.0,71.0,0.0
2.0,1.0,109.0,4.0,482.0,0.0,0.0
2.0,1.0,101.0,4.0,236.0,0.0,0.0
2.0,1.0,109.0,4.0,482.0,0.0,0.0
2.0,1.0,36.0,4.0,482.0,298.0,0.0
2.0,1.0,109.0,4.0,482.0,0.0,0.0
2.0,1.0,171.0,4.0,236.0,278.0,0.0
2.0,1.0,109.0,4.0,482.0,0.0,0.0
4.0,1.0,0.0,5.0,249.0,318.0,0.0
2.0,1.0,109.0,4.0,482.0,0.0,0.0
2.0,1.0,150.0,4.0,482.0,0.0,0.0
2.0,1.0,109.0,4.0,482.0,0.0,0.0
7.0,1.0,152.0,4.0,236.0,127.0,0.0
7.0,0.0,28.0,2.0,653.0,436.0,0.0
7.0,1.0,10.0,5.0,906.0,498.0,0.0
7.0,0.0,28.0,2.0,653.0,436.0,0.0
5.0,1.0,20.0,4.0,236.0,0.0,0.0
7.0,0.0,28.0,2.0,653.0,436.0,0.0
0.0,1.0,171.0,4.0,236.0,542.0,0.0
7.0,0.0,28.0,2.0,653.0,436.0,0.0
2.0,1.0,20.0,5.0,482.0,187.0,0.0
7.0,0.0,28.0,2.0,653.0,436.0,0.0
7.0,1.0,10.0,4.0,902.0,0.0,0.0
7.0,0.0,28.0,2.0,653.0,436.0,0.0
7.0,1.0,17.0,4.0,823.0,242.0,0.0
7.0,0.0,28.0,2.0,653.0,436.0,0.0
7.0,0.0,21.0,0.0,372.0,665.0,0.0
7.0,0.0,28.0,2.0,653.0,436.0,0.0
2.0,0.0,150.0,3.0,482.0,0.0,0.0
7.0,0.0,28.0,2.0,653.0,436.0,0.0
0.0,1.0,121.0,5.0,236.0,94.0,0.0
7.0,0.0,28.0,2.0,653.0,436.0,0.0
7.0,1.0,17.0,4.0,823.0,242.0,0.0
7.0,0.0,28.0,2.0,653.0,436.0,0.0
0.0,1.0,121.0,5.0,236.0,94.0,0.0
7.0,1.0,24.0,4.0,236.0,0.0,0.0
2.0,0.0,179.0,6.0,482.0,0.0,0.0
7.0,1.0,24.0,4.0,236.0,0.0,0.0
0.0,1.0,135.0,3.0,236.0,72.0,0.0
7.0,1.0,24.0,4.0,236.0,0.0,0.0
2.0,1.0,171.0,4.0,236.0,428.0,0.0
7.0,1.0,24.0,4.0,236.0,0.0,0.0
2.0,1.0,171.0,4.0,236.0,537.0,0.0
7.0,1.0,24.0,4.0,236.0,0.0,0.0
1.0,0.0,121.0,5.0,264.0,109.0,0.0
7.0,1.0,24.0,4.0,236.0,0.0,0.0
0.0,1.0,117.0,4.0,236.0,605.0,0.0
7.0,1.0,24.0,4.0,236.0,0.0,0.0
7.0,0.0,5.0,6.0,84.0,0.0,0.0
7.0,1.0,24.0,4.0,236.0,0.0,0.0
2.0,1.0,41.0,4.0,236.0,415.0,0.0
7.0,1.0,24.0,4.0,236.0,0.0,0.0
2.0,1.0,175.0,5.0,482.0,283.0,0.0
7.0,1.0,24.0,4.0,236.0,0.0,0.0
7.0,1.0,91.0,1.0,236.0,573.0,0.0
7.0,1.0,24.0,4.0,236.0,0.0,0.0
2.0,1.0,47.0,3.0,236.0,339.0,0.0
2.0,1.0,152.0,4.0,482.0,41.0,0.0
2.0,0.0,179.0,0.0,482.0,284.0,0.0
2.0,1.0,152.0,4.0,482.0,41.0,0.0
2.0,1.0,20.0,5.0,482.0,187.0,0.0
2.0,1.0,152.0,4.0,482.0,41.0,0.0
2.0,1.0,171.0,4.0,236.0,537.0,0.0
2.0,1.0,152.0,4.0,482.0,41.0,0.0
8.0,1.0,121.0,4.0,-1.0,93.0,0.0
2.0,1.0,152.0,4.0,482.0,41.0,0.0
7.0,1.0,10.0,4.0,112.0,225.0,0.0
2.0,1.0,152.0,4.0,482.0,41.0,0.0
0.0,1.0,0.0,4.0,236.0,542.0,0.0
2.0,1.0,152.0,4.0,482.0,41.0,0.0
5.0,1.0,20.0,5.0,236.0,0.0,0.0
2.0,1.0,152.0,4.0,482.0,41.0,0.0
7.0,1.0,10.0,4.0,220.0,25.0,0.0
2.0,1.0,152.0,4.0,482.0,41.0,0.0
2.0,1.0,14.0,4.0,482.0,261.0,0.0
7.0,1.0,13.0,4.0,236.0,22.0,0.0
2.0,1.0,92.0,4.0,482.0,558.0,0.0
7.0,1.0,13.0,4.0,236.0,22.0,0.0
7.0,0.0,28.0,2.0,147.0,323.0,0.0
7.0,1.0,13.0,4.0,236.0,22.0,0.0
6.0,0.0,154.0,0.0,2.0,0.0,0.0
7.0,1.0,13.0,4.0,236.0,22.0,0.0
2.0,1.0,10.0,4.0,482.0,248.0,0.0
7.0,1.0,13.0,4.0,236.0,22.0,0.0
0.0,1.0,171.0,4.0,236.0,543.0,0.0
7.0,1.0,13.0,4.0,236.0,22.0,0.0
2.0,0.0,150.0,2.0,482.0,63.0,0.0
7.0,1.0,13.0,4.0,236.0,22.0,0.0
2.0,1.0,14.0,4.0,482.0,261.0,0.0
7.0,1.0,13.0,4.0,236.0,22.0,0.0
2.0,1.0,14.0,4.0,482.0,261.0,0.0
7.0,1.0,13.0,4.0,236.0,22.0,0.0
8.0,1.0,121.0,4.0,-1.0,93.0,0.0
2.0,0.0,179.0,0.0,482.0,284.0,0.0
2.0,0.0,150.0,2.0,482.0,135.0,0.0
2.0,0.0,179.0,0.0,482.0,284.0,0.0
4.0,0.0,180.0,2.0,836.0,376.0,0.0
2.0,0.0,179.0,0.0,482.0,284.0,0.0
6.0,0.0,68.0,0.0,2.0,0.0,0.0
2.0,0.0,179.0,0.0,482.0,284.0,0.0
4.0,1.0,100.0,5.0,336.0,359.0,0.0
2.0,0.0,179.0,0.0,482.0,284.0,0.0
0.0,1.0,8.0,4.0,236.0,353.0,0.0
2.0,0.0,179.0,0.0,482.0,284.0,0.0
2.0,1.0,5.0,5.0,482.0,278.0,0.0
2.0,0.0,179.0,0.0,482.0,284.0,0.0
3.0,0.0,180.0,0.0,568.0,646.0,0.0
2.0,0.0,179.0,0.0,482.0,284.0,0.0
2.0,1.0,35.0,4.0,482.0,0.0,0.0
2.0,0.0,179.0,0.0,482.0,284.0,0.0
7.0,0.0,112.0,0.0,2.0,0.0,0.0
7.0,0.0,21.0,0.0,701.0,438.0,0.0
6.0,0.0,163.0,0.0,2.0,0.0,0.0
7.0,0.0,21.0,0.0,701.0,438.0,0.0
3.0,0.0,138.0,0.0,690.0,593.0,0.0
7.0,0.0,21.0,0.0,701.0,438.0,0.0
2.0,1.0,171.0,4.0,236.0,289.0,0.0
7.0,0.0,21.0,0.0,701.0,438.0,0.0
7.0,1.0,10.0,4.0,189.0,254.0,0.0
7.0,0.0,21.0,0.0,701.0,438.0,0.0
2.0,1.0,44.0,5.0,482.0,283.0,0.0
7.0,0.0,21.0,0.0,701.0,438.0,0.0
7.0,1.0,9.0,4.0,271.0,26.0,0.0
7.0,0.0,21.0,0.0,701.0,438.0,0.0
1.0,1.0,122.0,4.0,236.0,0.0,0.0
7.0,0.0,21.0,0.0,701.0,438.0,0.0
2.0,0.0,35.0,2.0,482.0,0.0,0.0
6.0,0.0,153.0,0.0,2.0,0.0,0.0
2.0,1.0,31.0,4.0,482.0,0.0,0.0
6.0,0.0,153.0,0.0,2.0,0.0,0.0
7.0,1.0,9.0,4.0,323.0,223.0,0.0
6.0,0.0,153.0,0.0,2.0,0.0,0.0
2.0,0.0,28.0,2.0,482.0,302.0,0.0
6.0,0.0,153.0,0.0,2.0,0.0,0.0
7.0,0.0,112.0,0.0,900.0,47.0,0.0
6.0,0.0,153.0,0.0,2.0,0.0,0.0
0.0,1.0,171.0,4.0,236.0,705.0,0.0
6.0,0.0,153.0,0.0,2.0,0.0,0.0
2.0,1.0,151.0,4.0,482.0,0.0,0.0
6.0,0.0,153.0,0.0,2.0,0.0,0.0
2.0,1.0,35.0,5.0,482.0,615.0,0.0
6.0,0.0,153.0,0.0,2.0,0.0,0.0
2.0,1.0,171.0,4.0,236.0,274.0,0.0
6.0,0.0,153.0,0.0,2.0,0.0,0.0
2.0,1.0,14.0,4.0,482.0,0.0,0.0
6.0,0.0,153.0,0.0,2.0,0.0,0.0
2.0,1.0,171.0,4.0,482.0,531.0,0.0
6.0,0.0,153.0,0.0,2.0,0.0,0.0
2.0,1.0,47.0,4.0,482.0,0.0,0.0
6.0,0.0,153.0,0.0,2.0,0.0,0.0
7.0,1.0,84.0,5.0,236.0,39.0,0.0
6.0,0.0,153.0,0.0,2.0,0.0,0.0
6.0,0.0,157.0,0.0,2.0,0.0,0.0
2.0,1.0,92.0,4.0,482.0,557.0,0.0
2.0,1.0,36.0,4.0,482.0,523.0,0.0
2.0,1.0,92.0,4.0,482.0,557.0,0.0
2.0,1.0,171.0,4.0,236.0,280.0,0.0
2.0,1.0,92.0,4.0,482.0,557.0,0.0
2.0,1.0,46.0,4.0,482.0,0.0,0.0
2.0,1.0,92.0,4.0,482.0,557.0,0.0
0.0,1.0,127.0,4.0,236.0,399.0,0.0
2.0,1.0,92.0,4.0,482.0,557.0,0.0
2.0,1.0,180.0,4.0,482.0,178.0,0.0
2.0,1.0,92.0,4.0,482.0,557.0,0.0
2.0,1.0,171.0,4.0,482.0,540.0,0.0
2.0,1.0,92.0,4.0,482.0,557.0,0.0
2.0,1.0,180.0,4.0,482.0,178.0,0.0
2.0,1.0,92.0,4.0,482.0,557.0,0.0
2.0,1.0,171.0,4.0,236.0,501.0,0.0
7.0,0.0,21.0,1.0,677.0,438.0,0.0
2.0,0.0,150.0,3.0,482.0,118.0,0.0
7.0,0.0,21.0,1.0,677.0,438.0,0.0
2.0,1.0,28.0,9.0,482.0,316.0,0.0
7.0,0.0,21.0,1.0,677.0,438.0,0.0
0.0,1.0,121.0,5.0,236.0,94.0,0.0
7.0,0.0,21.0,1.0,677.0,438.0,0.0
2.0,0.0,178.0,0.0,482.0,0.0,0.0
7.0,0.0,21.0,1.0,677.0,438.0,0.0
2.0,1.0,11.0,4.0,236.0,739.0,0.0
7.0,0.0,21.0,1.0,677.0,438.0,0.0
1.0,1.0,121.0,4.0,236.0,0.0,0.0
7.0,0.0,21.0,1.0,677.0,438.0,0.0
2.0,1.0,35.0,4.0,482.0,597.0,0.0
7.0,0.0,21.0,1.0,677.0,438.0,0.0
5.0,1.0,20.0,4.0,236.0,0.0,0.0
1.0,1.0,121.0,4.0,236.0,76.0,0.0
2.0,0.0,150.0,2.0,482.0,117.0,0.0
1.0,1.0,121.0,4.0,236.0,76.0,0.0
7.0,1.0,12.0,4.0,773.0,254.0,0.0
1.0,1.0,121.0,4.0,236.0,76.0,0.0
2.0,1.0,28.0,4.0,482.0,0.0,0.0
1.0,1.0,121.0,4.0,236.0,76.0,0.0
2.0,1.0,171.0,4.0,236.0,726.0,0.0
1.0,1.0,121.0,4.0,236.0,76.0,0.0
2.0,1.0,36.0,4.0,482.0,551.0,0.0
1.0,1.0,121.0,4.0,236.0,76.0,0.0
2.0,1.0,12.0,8.0,482.0,22.0,0.0
1.0,1.0,121.0,4.0,236.0,76.0,0.0
6.0,0.0,81.0,0.0,2.0,0.0,0.0
1.0,1.0,121.0,4.0,236.0,76.0,0.0
2.0,0.0,31.0,2.0,482.0,0.0,0.0
1.0,1.0,121.0,4.0,236.0,76.0,0.0
7.0,0.0,89.0,2.0,779.0,561.0,0.0
1.0,1.0,121.0,4.0,236.0,76.0,0.0
7.0,0.0,21.0,0.0,33.0,438.0,0.0
1.0,1.0,121.0,4.0,236.0,76.0,0.0
2.0,1.0,41.0,4.0,236.0,415.0,0.0
1.0,1.0,121.0,4.0,236.0,76.0,0.0
2.0,0.0,23.0,0.0,482.0,302.0,0.0
7.0,1.0,10.0,4.0,220.0,25.0,0.0
6.0,0.0,162.0,0.0,2.0,0.0,0.0
7.0,1.0,10.0,4.0,220.0,25.0,0.0
7.0,1.0,36.0,6.0,236.0,6.0,2.0
7.0,1.0,10.0,4.0,220.0,25.0,0.0
0.0,1.0,121.0,9.0,236.0,203.0,0.0
7.0,1.0,10.0,4.0,220.0,25.0,0.0
2.0,1.0,171.0,4.0,236.0,274.0,0.0
7.0,1.0,10.0,4.0,220.0,25.0,0.0
7.0,1.0,17.0,4.0,167.0,242.0,0.0
7.0,1.0,10.0,4.0,220.0,25.0,0.0
2.0,1.0,11.0,4.0,236.0,261.0,0.0
7.0,1.0,10.0,4.0,220.0,25.0,0.0
0.0,1.0,0.0,4.0,236.0,292.0,0.0
7.0,0.0,89.0,2.0,729.0,34.0,0.0
2.0,1.0,31.0,4.0,482.0,0.0,0.0
7.0,0.0,89.0,2.0,729.0,34.0,0.0
3.0,0.0,180.0,0.0,568.0,646.0,0.0
7.0,0.0,89.0,2.0,729.0,34.0,0.0
2.0,1.0,54.0,4.0,482.0,0.0,0.0
7.0,0.0,89.0,2.0,729.0,34.0,0.0
5.0,1.0,20.0,4.0,236.0,0.0,0.0
7.0,0.0,89.0,2.0,729.0,34.0,0.0
0.0,1.0,2.0,4.0,236.0,54.0,0.0
7.0,0.0,89.0,2.0,729.0,34.0,0.0
7.0,1.0,10.0,4.0,323.0,223.0,0.0
